rank,bitstring,energy,selected_indices,selected_tickers
219,01101001101,-0.3540035052700583,"(1, 2, 4, 7, 8, 10)","BIL, SHY, VUG, EWC, EEM, USMV"
220,01101100101,-0.3452804242447547,"(1, 2, 4, 5, 8, 10)","BIL, SHY, VUG, MTUM, EEM, USMV"
221,01101011010,-0.33083505224053056,"(1, 2, 4, 6, 7, 9)","BIL, SHY, VUG, SPY, EWC, VGK"
222,01101110010,-0.3191586353574798,"(1, 2, 4, 5, 6, 9)","BIL, SHY, VUG, MTUM, SPY, VGK"
223,01101010110,-0.2999639541160075,"(1, 2, 4, 6, 8, 9)","BIL, SHY, VUG, SPY, EEM, VGK"
224,01100101110,-0.2990942524396396,"(1, 2, 5, 7, 8, 9)","BIL, SHY, MTUM, EWC, EEM, VGK"
225,01100111100,-0.2794912889392789,"(1, 2, 5, 6, 7, 8)","BIL, SHY, MTUM, SPY, EWC, EEM"
226,01110001011,-0.2539871290654232,"(1, 2, 3, 7, 9, 10)","BIL, SHY, QQQ, EWC, VGK, USMV"
227,01110100011,-0.2389555576683442,"(1, 2, 3, 5, 9, 10)","BIL, SHY, QQQ, MTUM, VGK, USMV"
228,01110011001,-0.22996338585784715,"(1, 2, 3, 6, 7, 10)","BIL, SHY, QQQ, SPY, EWC, USMV"
229,01110000111,-0.22400209490712086,"(1, 2, 3, 8, 9, 10)","BIL, SHY, QQQ, EEM, VGK, USMV"
230,01110110001,-0.21319295428222107,"(1, 2, 3, 5, 6, 10)","BIL, SHY, QQQ, MTUM, SPY, USMV"
231,01101101010,-0.21046867517656276,"(1, 2, 4, 5, 7, 9)","BIL, SHY, VUG, MTUM, EWC, VGK"
232,01110010101,-0.19981952382474022,"(1, 2, 3, 6, 8, 10)","BIL, SHY, QQQ, SPY, EEM, USMV"
233,01101001110,-0.19253769226991624,"(1, 2, 4, 7, 8, 9)","BIL, SHY, VUG, EWC, EEM, VGK"
234,01101111000,-0.18572040575998194,"(1, 2, 4, 5, 6, 7)","BIL, SHY, VUG, MTUM, SPY, EWC"
235,01101100110,-0.180161929709576,"(1, 2, 4, 5, 8, 9)","BIL, SHY, VUG, MTUM, EEM, VGK"
236,01101011100,-0.16936945515707835,"(1, 2, 4, 6, 7, 8)","BIL, SHY, VUG, SPY, EWC, EEM"
237,01101110100,-0.15525483241819193,"(1, 2, 4, 5, 6, 8)","BIL, SHY, VUG, MTUM, SPY, EEM"
238,01111000011,-0.11470767586296793,"(1, 2, 3, 4, 9, 10)","BIL, SHY, QQQ, VUG, VGK, USMV"
239,01110101001,-0.10187222664300988,"(1, 2, 3, 5, 7, 10)","BIL, SHY, QQQ, MTUM, EWC, USMV"
240,01110001101,-0.08976249452035567,"(1, 2, 3, 7, 8, 10)","BIL, SHY, QQQ, EWC, EEM, USMV"
241,01111010001,-0.08537979886436853,"(1, 2, 3, 4, 6, 10)","BIL, SHY, QQQ, VUG, SPY, USMV"
242,01110100101,-0.07229271726744102,"(1, 2, 3, 5, 8, 10)","BIL, SHY, QQQ, MTUM, EEM, USMV"
243,01110011010,-0.05687001641039924,"(1, 2, 3, 6, 7, 9)","BIL, SHY, QQQ, SPY, EWC, VGK"
244,01101101100,-0.04511871403706369,"(1, 2, 4, 5, 7, 8)","BIL, SHY, VUG, MTUM, EWC, EEM"
245,01110110010,-0.03644690329973699,"(1, 2, 3, 5, 6, 9)","BIL, SHY, QQQ, MTUM, SPY, VGK"
246,01110010110,-0.027349576681214405,"(1, 2, 3, 6, 8, 9)","BIL, SHY, QQQ, SPY, EEM, VGK"
247,01111001001,0.028364137658603017,"(1, 2, 3, 4, 7, 10)","BIL, SHY, QQQ, VUG, EWC, USMV"
248,01111100001,0.05319511393523202,"(1, 2, 3, 4, 5, 10)","BIL, SHY, QQQ, VUG, MTUM, USMV"
249,01111000101,0.05658951580162519,"(1, 2, 3, 4, 8, 10)","BIL, SHY, QQQ, VUG, EEM, USMV"
250,01110101010,0.07655159963425584,"(1, 2, 3, 5, 7, 9)","BIL, SHY, QQQ, MTUM, EWC, VGK"
251,01110001110,0.08438522791795089,"(1, 2, 3, 7, 8, 9)","BIL, SHY, QQQ, EWC, EEM, VGK"
252,01111010010,0.09759811677611063,"(1, 2, 3, 4, 6, 9)","BIL, SHY, QQQ, VUG, SPY, VGK"
253,01110100110,0.1055076867059026,"(1, 2, 3, 5, 8, 9)","BIL, SHY, QQQ, MTUM, EEM, VGK"
254,01110111000,0.10767689599298169,"(1, 2, 3, 5, 6, 7)","BIL, SHY, QQQ, MTUM, SPY, EWC"
255,01110011100,0.1139304919729347,"(1, 2, 3, 6, 7, 8)","BIL, SHY, QQQ, SPY, EWC, EEM"
256,01110110100,0.1367918109394326,"(1, 2, 3, 5, 6, 8)","BIL, SHY, QQQ, MTUM, SPY, EEM"
257,01111001010,0.2130198285938638,"(1, 2, 3, 4, 7, 9)","BIL, SHY, QQQ, VUG, EWC, VGK"
258,01111000110,0.24062178443296434,"(1, 2, 3, 4, 8, 9)","BIL, SHY, QQQ, VUG, EEM, VGK"
259,01111100010,0.241503486405529,"(1, 2, 3, 4, 5, 9)","BIL, SHY, QQQ, VUG, MTUM, VGK"
260,01111011000,0.24771039856506638,"(1, 2, 3, 4, 6, 7)","BIL, SHY, QQQ, VUG, SPY, EWC"
261,01110101100,0.2512364720736371,"(1, 2, 3, 5, 7, 8)","BIL, SHY, QQQ, MTUM, EWC, EEM"
262,01111010100,0.2754711822789697,"(1, 2, 3, 4, 6, 8)","BIL, SHY, QQQ, VUG, SPY, EEM"
263,01111110000,0.27793291655527863,"(1, 2, 3, 4, 5, 6)","BIL, SHY, QQQ, VUG, MTUM, SPY"
264,01111001100,0.3923390522969341,"(1, 2, 3, 4, 7, 8)","BIL, SHY, QQQ, VUG, EWC, EEM"
265,01111101000,0.3960644849080701,"(1, 2, 3, 4, 5, 7)","BIL, SHY, QQQ, VUG, MTUM, EWC"
266,01111100100,0.4232609159644354,"(1, 2, 3, 4, 5, 8)","BIL, SHY, QQQ, VUG, MTUM, EEM"
267,10000011111,4.4561590389924595,"(0, 6, 7, 8, 9, 10)","SGOV, SPY, EWC, EEM, VGK, USMV"
268,10000111011,4.527151834613424,"(0, 5, 6, 7, 9, 10)","SGOV, MTUM, SPY, EWC, VGK, USMV"
269,10000110111,4.537183707666438,"(0, 5, 6, 8, 9, 10)","SGOV, MTUM, SPY, EEM, VGK, USMV"
270,10000101111,4.68618468259246,"(0, 5, 7, 8, 9, 10)","SGOV, MTUM, EWC, EEM, VGK, USMV"
271,10000111101,4.766872657850472,"(0, 5, 6, 7, 8, 10)","SGOV, MTUM, SPY, EWC, EEM, USMV"
272,10001011011,4.787782840358345,"(0, 4, 6, 7, 9, 10)","SGOV, VUG, SPY, EWC, VGK, USMV"
273,10001010111,4.796460582178813,"(0, 4, 6, 8, 9, 10)","SGOV, VUG, SPY, EEM, VGK, USMV"
274,10001110011,4.876168708056037,"(0, 4, 5, 6, 9, 10)","SGOV, VUG, MTUM, SPY, VGK, USMV"
275,10001001111,4.947884765988594,"(0, 4, 7, 8, 9, 10)","SGOV, VUG, EWC, EEM, VGK, USMV"
276,10001101011,5.028856590200645,"(0, 4, 5, 7, 9, 10)","SGOV, VUG, MTUM, EWC, VGK, USMV"
277,10001011101,5.032138014859084,"(0, 4, 6, 7, 8, 10)","SGOV, VUG, SPY, EWC, EEM, USMV"
278,10001100111,5.036969979363575,"(0, 4, 5, 8, 9, 10)","SGOV, VUG, MTUM, EEM, VGK, USMV"
279,10000111110,5.045513842206612,"(0, 5, 6, 7, 8, 9)","SGOV, MTUM, SPY, EWC, EEM, VGK"
280,10001111001,5.114689871374878,"(0, 4, 5, 6, 7, 10)","SGOV, VUG, MTUM, SPY, EWC, USMV"
281,10001110101,5.122962088412613,"(0, 4, 5, 6, 8, 10)","SGOV, VUG, MTUM, SPY, EEM, USMV"
282,10001101101,5.2770961287574325,"(0, 4, 5, 7, 8, 10)","SGOV, VUG, MTUM, EWC, EEM, USMV"
283,10001011110,5.317011063873219,"(0, 4, 6, 7, 8, 9)","SGOV, VUG, SPY, EWC, EEM, VGK"
284,10010011011,5.353770306178067,"(0, 3, 6, 7, 9, 10)","SGOV, QQQ, SPY, EWC, VGK, USMV"
285,10010010111,5.361097389603193,"(0, 3, 6, 8, 9, 10)","SGOV, QQQ, SPY, EEM, VGK, USMV"
286,10001111010,5.403839024227971,"(0, 4, 5, 6, 7, 9)","SGOV, VUG, MTUM, SPY, EWC, VGK"
287,10001110110,5.411487818961783,"(0, 4, 5, 6, 8, 9)","SGOV, VUG, MTUM, SPY, EEM, VGK"
288,10010110011,5.45090287010337,"(0, 3, 5, 6, 9, 10)","SGOV, QQQ, MTUM, SPY, VGK, USMV"
289,10010001111,5.5168301161660525,"(0, 3, 7, 8, 9, 10)","SGOV, QQQ, EWC, EEM, VGK, USMV"
290,10001101110,5.567299634601387,"(0, 4, 5, 7, 8, 9)","SGOV, VUG, MTUM, EWC, EEM, VGK"
291,01000011111,5.6024981700770065,"(1, 6, 7, 8, 9, 10)","BIL, SPY, EWC, EEM, VGK, USMV"
292,10010011101,5.607460391978688,"(0, 3, 6, 7, 8, 10)","SGOV, QQQ, SPY, EWC, EEM, USMV"
293,10010101011,5.607899295001054,"(0, 3, 5, 7, 9, 10)","SGOV, QQQ, MTUM, EWC, VGK, USMV"
294,10010100111,5.614662025768645,"(0, 3, 5, 8, 9, 10)","SGOV, QQQ, MTUM, EEM, VGK, USMV"
295,10001111100,5.658654436623024,"(0, 4, 5, 6, 7, 8)","SGOV, VUG, MTUM, SPY, EWC, EEM"
296,01000111011,5.68619331979197,"(1, 5, 6, 7, 9, 10)","BIL, MTUM, SPY, EWC, VGK, USMV"
297,01000110111,5.692904008852457,"(1, 5, 6, 8, 9, 10)","BIL, MTUM, SPY, EEM, VGK, USMV"
298,10010111001,5.7001096031174345,"(0, 3, 5, 6, 7, 10)","SGOV, QQQ, MTUM, SPY, EWC, USMV"
299,10010110101,5.7070311617598275,"(0, 3, 5, 6, 8, 10)","SGOV, QQQ, MTUM, SPY, EEM, USMV"
300,10011010011,5.7400914134056285,"(0, 3, 4, 6, 9, 10)","SGOV, QQQ, VUG, SPY, VGK, USMV"
301,01000101111,5.84757544244407,"(1, 5, 7, 8, 9, 10)","BIL, MTUM, EWC, EEM, VGK, USMV"
302,10010101101,5.865473744857724,"(0, 3, 5, 7, 8, 10)","SGOV, QQQ, MTUM, EWC, EEM, USMV"
303,10011001011,5.899511047187074,"(0, 3, 4, 7, 9, 10)","SGOV, QQQ, VUG, EWC, VGK, USMV"
304,10011000111,5.904919646722117,"(0, 3, 4, 8, 9, 10)","SGOV, QQQ, VUG, EEM, VGK, USMV"
305,10010011110,5.905015350430986,"(0, 3, 6, 7, 8, 9)","SGOV, QQQ, SPY, EWC, EEM, VGK"
306,01000111101,5.9359040050369725,"(1, 5, 6, 7, 8, 10)","BIL, MTUM, SPY, EWC, EEM, USMV"
307,01001011011,5.966223061533261,"(1, 4, 6, 7, 9, 10)","BIL, VUG, SPY, EWC, VGK, USMV"
308,01001010111,5.971579619361199,"(1, 4, 6, 8, 9, 10)","BIL, VUG, SPY, EEM, VGK, USMV"
309,10011011001,5.995286628915929,"(0, 3, 4, 6, 7, 10)","SGOV, QQQ, VUG, SPY, EWC, USMV"
310,10011010101,6.000854056325776,"(0, 3, 4, 6, 8, 10)","SGOV, QQQ, VUG, SPY, EEM, USMV"
311,10010111010,6.001940665408689,"(0, 3, 5, 6, 7, 9)","SGOV, QQQ, MTUM, SPY, EWC, VGK"
312,10011100011,6.004704155813381,"(0, 3, 4, 5, 9, 10)","SGOV, QQQ, VUG, MTUM, VGK, USMV"
313,10010110110,6.0082388017471615,"(0, 3, 5, 6, 8, 9)","SGOV, QQQ, MTUM, SPY, EEM, VGK"
314,01001110011,6.063990099332424,"(1, 4, 5, 6, 9, 10)","BIL, VUG, MTUM, SPY, VGK, USMV"
315,10011110001,6.102218597720785,"(0, 3, 4, 5, 6, 10)","SGOV, QQQ, VUG, MTUM, SPY, USMV"
316,01001001111,6.128674261836574,"(1, 4, 7, 8, 9, 10)","BIL, VUG, EWC, EEM, VGK, USMV"
317,10011001101,6.161719848307431,"(0, 3, 4, 7, 8, 10)","SGOV, QQQ, VUG, EWC, EEM, USMV"
318,10010101110,6.168359160139838,"(0, 3, 5, 7, 8, 9)","SGOV, QQQ, MTUM, EWC, EEM, VGK"
319,01001011101,6.2205680980419515,"(1, 4, 6, 7, 8, 10)","BIL, VUG, SPY, EWC, EEM, USMV"
320,01001101011,6.222348440142625,"(1, 4, 5, 7, 9, 10)","BIL, VUG, MTUM, EWC, VGK, USMV"
321,01001100111,6.227140645313027,"(1, 4, 5, 8, 9, 10)","BIL, VUG, MTUM, EEM, VGK, USMV"
322,01000111110,6.228411990423053,"(1, 5, 6, 7, 8, 9)","BIL, MTUM, SPY, EWC, EEM, VGK"
323,10011101001,6.264348088037267,"(0, 3, 4, 5, 7, 10)","SGOV, QQQ, VUG, MTUM, EWC, USMV"
324,10010111100,6.266090989103626,"(0, 3, 5, 6, 7, 8)","SGOV, QQQ, MTUM, SPY, EWC, EEM"
325,10011100101,6.269351162789577,"(0, 3, 4, 5, 8, 10)","SGOV, QQQ, VUG, MTUM, EEM, USMV"
326,10011011010,6.30334955586518,"(0, 3, 4, 6, 7, 9)","SGOV, QQQ, VUG, SPY, EWC, VGK"
327,10011010110,6.308293560971107,"(0, 3, 4, 6, 8, 9)","SGOV, QQQ, VUG, SPY, EEM, VGK"
328,01001111001,6.315822308651747,"(1, 4, 5, 6, 7, 10)","BIL, VUG, MTUM, SPY, EWC, USMV"
329,01001110101,6.320773341696953,"(1, 4, 5, 6, 8, 10)","BIL, VUG, MTUM, SPY, EEM, USMV"
330,10011110010,6.413934206205073,"(0, 3, 4, 5, 6, 9)","SGOV, QQQ, VUG, MTUM, SPY, VGK"
331,10011001110,6.4708371282475445,"(0, 3, 4, 7, 8, 9)","SGOV, QQQ, VUG, EWC, EEM, VGK"
332,01001101101,6.480577840707364,"(1, 4, 5, 7, 8, 10)","BIL, VUG, MTUM, EWC, EEM, USMV"
333,01001011110,6.519307948086027,"(1, 4, 6, 7, 8, 9)","BIL, VUG, SPY, EWC, EEM, VGK"
334,01010011011,6.568706160376669,"(1, 3, 6, 7, 9, 10)","BIL, QQQ, SPY, EWC, VGK, USMV"
335,10011011100,6.572134230823806,"(0, 3, 4, 6, 7, 8)","SGOV, QQQ, VUG, SPY, EWC, EEM"
336,01010010111,6.572712059809268,"(1, 3, 6, 8, 9, 10)","BIL, QQQ, SPY, EEM, VGK, USMV"
337,10011101010,6.577741471816336,"(0, 3, 4, 5, 7, 9)","SGOV, QQQ, VUG, MTUM, EWC, VGK"
338,10011100110,6.582121124264724,"(0, 3, 4, 5, 8, 9)","SGOV, QQQ, VUG, MTUM, EEM, VGK"
339,01001111010,6.618838262534783,"(1, 4, 5, 6, 7, 9)","BIL, VUG, MTUM, SPY, EWC, VGK"
340,01001110110,6.623165873276067,"(1, 4, 5, 6, 8, 9)","BIL, VUG, MTUM, SPY, EEM, VGK"
341,01010110011,6.675219894403446,"(1, 3, 5, 6, 9, 10)","BIL, QQQ, MTUM, SPY, VGK, USMV"
342,10011111000,6.680618606696341,"(0, 3, 4, 5, 6, 7)","SGOV, QQQ, VUG, MTUM, SPY, EWC"
343,10011110100,6.685157087019532,"(0, 3, 4, 5, 6, 8)","SGOV, QQQ, VUG, MTUM, SPY, EEM"
344,01010001111,6.73411524503772,"(1, 3, 7, 8, 9, 10)","BIL, QQQ, EWC, EEM, VGK, USMV"
345,01001101110,6.78464814758126,"(1, 4, 5, 7, 8, 9)","BIL, VUG, MTUM, EWC, EEM, VGK"
346,01010011101,6.832386108185244,"(1, 3, 6, 7, 8, 10)","BIL, QQQ, SPY, EWC, EEM, USMV"
347,01010101011,6.837886777966723,"(1, 3, 5, 7, 9, 10)","BIL, QQQ, MTUM, EWC, VGK, USMV"
348,01010100111,6.841328324741784,"(1, 3, 5, 8, 9, 10)","BIL, QQQ, MTUM, EEM, VGK, USMV"
349,10011101100,6.850410510831009,"(0, 3, 4, 5, 7, 8)","SGOV, QQQ, VUG, MTUM, EWC, EEM"
350,01001111100,6.8836435369377895,"(1, 4, 5, 6, 7, 8)","BIL, VUG, MTUM, SPY, EWC, EEM"
351,01010111001,6.93773767341799,"(1, 3, 5, 6, 7, 10)","BIL, QQQ, MTUM, SPY, EWC, USMV"
352,01010110101,6.9413380480678555,"(1, 3, 5, 6, 8, 10)","BIL, QQQ, MTUM, SPY, EEM, USMV"
353,01011010011,6.983807173702071,"(1, 3, 4, 6, 9, 10)","BIL, QQQ, VUG, SPY, VGK, USMV"
354,00100011111,7.094555452443503,"(2, 6, 7, 8, 9, 10)","SHY, SPY, EWC, EEM, VGK, USMV"
355,01010101101,7.1054510898313445,"(1, 3, 5, 7, 8, 10)","BIL, QQQ, MTUM, EWC, EEM, USMV"
356,01010011110,7.143807867667485,"(1, 3, 6, 7, 8, 9)","BIL, QQQ, SPY, EWC, EEM, VGK"
357,01011001011,7.14889726614911,"(1, 3, 4, 7, 9, 10)","BIL, QQQ, VUG, EWC, VGK, USMV"
358,01011000111,7.150984681691625,"(1, 3, 4, 8, 9, 10)","BIL, QQQ, VUG, EEM, VGK, USMV"
359,00100111011,7.194602672412238,"(2, 5, 6, 7, 9, 10)","SHY, MTUM, SPY, EWC, VGK, USMV"
360,00100110111,7.197957546188029,"(2, 5, 6, 8, 9, 10)","SHY, MTUM, SPY, EEM, VGK, USMV"
361,01011011001,7.252313435212855,"(1, 3, 4, 6, 7, 10)","BIL, QQQ, VUG, SPY, EWC, USMV"
362,01010111010,7.25343553673919,"(1, 3, 5, 6, 7, 9)","BIL, QQQ, MTUM, SPY, EWC, VGK"
363,01011010101,7.254559678630173,"(1, 3, 4, 6, 8, 10)","BIL, QQQ, VUG, SPY, EEM, USMV"
364,01010110110,7.256412489085134,"(1, 3, 5, 6, 8, 9)","BIL, QQQ, MTUM, SPY, EEM, VGK"
365,01011100011,7.263471544876889,"(1, 3, 4, 5, 9, 10)","BIL, QQQ, VUG, MTUM, VGK, USMV"
366,00100101111,7.359690910019762,"(2, 5, 7, 8, 9, 10)","SHY, MTUM, EWC, EEM, VGK, USMV"
367,01011110001,7.36862657411918,"(1, 3, 4, 5, 6, 10)","BIL, QQQ, VUG, MTUM, SPY, USMV"
368,01011001101,7.421095929277421,"(1, 3, 4, 7, 8, 10)","BIL, QQQ, VUG, EWC, EEM, USMV"
369,01010101110,7.422203306143404,"(1, 3, 5, 7, 8, 9)","BIL, QQQ, MTUM, EWC, EEM, VGK"
370,00100111101,7.457415983394809,"(2, 5, 6, 7, 8, 10)","SHY, MTUM, SPY, EWC, EEM, USMV"
371,00101011011,7.4999112141437205,"(2, 4, 6, 7, 9, 10)","SHY, VUG, SPY, EWC, VGK, USMV"
372,00101010111,7.501911956686966,"(2, 4, 6, 8, 9, 10)","SHY, VUG, SPY, EEM, VGK, USMV"
373,01010111100,7.527575722442078,"(1, 3, 5, 6, 7, 8)","BIL, QQQ, MTUM, SPY, EWC, EEM"
374,01011101001,7.536426523101255,"(1, 3, 4, 5, 7, 10)","BIL, QQQ, VUG, MTUM, EWC, USMV"
375,01011100101,7.538108413861038,"(1, 3, 4, 5, 8, 10)","BIL, QQQ, VUG, MTUM, EEM, USMV"
376,01011011010,7.574243163192049,"(1, 3, 4, 6, 7, 9)","BIL, QQQ, VUG, SPY, EWC, VGK"
377,01011010110,7.575865984305446,"(1, 3, 4, 6, 8, 9)","BIL, QQQ, VUG, SPY, EEM, VGK"
378,00101110011,7.610674506911962,"(2, 4, 5, 6, 9, 10)","SHY, VUG, MTUM, SPY, VGK, USMV"
379,00101001111,7.666068529402461,"(2, 4, 7, 8, 9, 10)","SHY, VUG, EWC, EEM, VGK, USMV"
380,01011110010,7.69420898363341,"(1, 3, 4, 5, 6, 9)","BIL, QQQ, VUG, MTUM, SPY, VGK"
381,01011001110,7.744080010247476,"(1, 3, 4, 7, 8, 9)","BIL, QQQ, VUG, EWC, EEM, VGK"
382,00101011101,7.767358876389982,"(2, 4, 6, 7, 8, 10)","SHY, VUG, SPY, EWC, EEM, USMV"
383,00100111110,7.769190918190585,"(2, 5, 6, 7, 8, 9)","SHY, MTUM, SPY, EWC, EEM, VGK"
384,00101101011,7.7760947779622835,"(2, 4, 5, 7, 9, 10)","SHY, VUG, MTUM, EWC, VGK, USMV"
385,00101100111,7.777531167847991,"(2, 4, 5, 8, 9, 10)","SHY, VUG, MTUM, EEM, VGK, USMV"
386,01011011100,7.853017700158626,"(1, 3, 4, 6, 7, 8)","BIL, QQQ, VUG, SPY, EWC, EEM"
387,01011101010,7.863686707910266,"(1, 3, 4, 5, 7, 9)","BIL, QQQ, VUG, MTUM, EWC, VGK"
388,01011100110,7.864745176366126,"(1, 3, 4, 5, 8, 9)","BIL, QQQ, VUG, MTUM, EEM, VGK"
389,00101111001,7.87896515725355,"(2, 4, 5, 6, 7, 10)","SHY, VUG, MTUM, SPY, EWC, USMV"
390,00101110101,7.88056037501406,"(2, 4, 5, 6, 8, 10)","SHY, VUG, MTUM, SPY, EEM, USMV"
391,01011111000,7.974204430125162,"(1, 3, 4, 5, 6, 7)","BIL, QQQ, VUG, MTUM, SPY, EWC"
392,01011110100,7.975421726455826,"(1, 3, 4, 5, 6, 8)","BIL, QQQ, VUG, MTUM, SPY, EEM"
393,00101101101,8.04742680426459,"(2, 4, 5, 7, 8, 10)","SHY, VUG, MTUM, EWC, EEM, USMV"
394,00101011110,8.085365675843754,"(2, 4, 6, 7, 8, 9)","SHY, VUG, SPY, EWC, EEM, VGK"
395,01011101100,8.146345608932894,"(1, 3, 4, 5, 7, 8)","BIL, QQQ, VUG, MTUM, EWC, EEM"
396,00110011011,8.149613445800538,"(2, 3, 6, 7, 9, 10)","SHY, QQQ, SPY, EWC, VGK, USMV"
397,00110010111,8.150263529948443,"(2, 3, 6, 8, 9, 10)","SHY, QQQ, SPY, EEM, VGK, USMV"
398,00101111010,8.201248060546277,"(2, 4, 5, 6, 7, 9)","SHY, VUG, MTUM, SPY, EWC, VGK"
399,00101110110,8.202219856002866,"(2, 4, 5, 6, 8, 9)","SHY, VUG, MTUM, SPY, EEM, VGK"
400,00110110011,8.269123434796391,"(2, 3, 5, 6, 9, 10)","SHY, QQQ, MTUM, SPY, VGK, USMV"
401,00110001111,8.318728645417014,"(2, 3, 7, 8, 9, 10)","SHY, QQQ, EWC, EEM, VGK, USMV"
402,00101101110,8.370764060548181,"(2, 4, 5, 7, 8, 9)","SHY, VUG, MTUM, EWC, EEM, VGK"
403,00110011101,8.42639601934668,"(2, 3, 6, 7, 8, 10)","SHY, QQQ, SPY, EWC, EEM, USMV"
404,00110101011,8.438852248599789,"(2, 3, 5, 7, 9, 10)","SHY, QQQ, MTUM, EWC, VGK, USMV"
405,00110100111,8.438937980090156,"(2, 3, 5, 8, 9, 10)","SHY, QQQ, MTUM, EEM, VGK, USMV"
406,00101111100,8.479155960686853,"(2, 4, 5, 6, 7, 8)","SHY, VUG, MTUM, SPY, EWC, EEM"
407,00110111001,8.548099654833196,"(2, 3, 5, 6, 7, 10)","SHY, QQQ, MTUM, SPY, EWC, USMV"
408,00110110101,8.54834421419837,"(2, 3, 5, 6, 8, 10)","SHY, QQQ, MTUM, SPY, EEM, USMV"
409,00111010011,8.602989514085214,"(2, 3, 4, 6, 9, 10)","SHY, QQQ, VUG, SPY, VGK, USMV"
410,00110101101,8.719519186201978,"(2, 3, 5, 7, 8, 10)","SHY, QQQ, MTUM, EWC, EEM, USMV"
411,00110011110,8.757084728238619,"(2, 3, 6, 7, 8, 9)","SHY, QQQ, SPY, EWC, EEM, VGK"
412,00111000111,8.77387313703019,"(2, 3, 4, 8, 9, 10)","SHY, QQQ, VUG, EEM, VGK, USMV"
413,00111001011,8.77514153677237,"(2, 3, 4, 7, 9, 10)","SHY, QQQ, VUG, EWC, VGK, USMV"
414,00110110110,8.882685604625344,"(2, 3, 5, 6, 8, 9)","SHY, QQQ, MTUM, SPY, EEM, VGK"
415,00110111010,8.883064467564093,"(2, 3, 5, 6, 7, 9)","SHY, QQQ, MTUM, SPY, EWC, VGK"
416,00111010101,8.88684464475088,"(2, 3, 4, 6, 8, 10)","SHY, QQQ, VUG, SPY, EEM, USMV"
417,00111011001,8.887954216618255,"(2, 3, 4, 6, 7, 10)","SHY, QQQ, VUG, SPY, EWC, USMV"
418,00111100011,8.902712070469224,"(2, 3, 4, 5, 9, 10)","SHY, QQQ, VUG, MTUM, VGK, USMV"
419,00111110001,9.017263610493657,"(2, 3, 4, 5, 6, 10)","SHY, QQQ, VUG, MTUM, SPY, USMV"
420,00110101110,9.055538351923733,"(2, 3, 5, 7, 8, 9)","SHY, QQQ, MTUM, EWC, EEM, VGK"
421,00111001101,9.060442825638248,"(2, 3, 4, 7, 8, 10)","SHY, QQQ, VUG, EWC, EEM, USMV"
422,00110111100,9.170307279004549,"(2, 3, 5, 6, 7, 8)","SHY, QQQ, MTUM, SPY, EWC, EEM"
423,00111100101,9.190451565190942,"(2, 3, 4, 5, 8, 10)","SHY, QQQ, VUG, MTUM, EEM, USMV"
424,00111101001,9.192125489715856,"(2, 3, 4, 5, 7, 10)","SHY, QQQ, VUG, MTUM, EWC, USMV"
425,00111010110,9.227417899835848,"(2, 3, 4, 6, 8, 9)","SHY, QQQ, VUG, SPY, EEM, VGK"
426,00111011010,9.229150894007145,"(2, 3, 4, 6, 7, 9)","SHY, QQQ, VUG, SPY, EWC, VGK"
427,00111110010,9.362112969417586,"(2, 3, 4, 5, 6, 9)","SHY, QQQ, VUG, MTUM, SPY, VGK"
428,00111001110,9.402693856017997,"(2, 3, 4, 7, 8, 9)","SHY, QQQ, VUG, EWC, EEM, VGK"
429,00111011100,9.52102805671129,"(2, 3, 4, 6, 7, 8)","SHY, QQQ, VUG, SPY, EWC, EEM"
430,00111100110,9.536355277105725,"(2, 3, 4, 5, 8, 9)","SHY, QQQ, VUG, MTUM, EEM, VGK"
431,00111101010,9.538652623934562,"(2, 3, 4, 5, 7, 9)","SHY, QQQ, VUG, MTUM, EWC, VGK"
432,00111110100,9.656428337977566,"(2, 3, 4, 5, 6, 8)","SHY, QQQ, VUG, MTUM, SPY, EEM"
433,00111111000,9.658566856931596,"(2, 3, 4, 5, 6, 7)","SHY, QQQ, VUG, MTUM, SPY, EWC"
434,00111101100,9.834414150694755,"(2, 3, 4, 5, 7, 8)","SHY, QQQ, VUG, MTUM, EWC, EEM"
435,00000111111,18.274747505762495,"(5, 6, 7, 8, 9, 10)","MTUM, SPY, EWC, EEM, VGK, USMV"
436,00001011111,18.765464522638435,"(4, 6, 7, 8, 9, 10)","VUG, SPY, EWC, EEM, VGK, USMV"
437,00001110111,18.968409323713665,"(4, 5, 6, 8, 9, 10)","VUG, MTUM, SPY, EEM, VGK, USMV"
438,00001111011,18.99295206855366,"(4, 5, 6, 7, 9, 10)","VUG, MTUM, SPY, EWC, VGK, USMV"
439,00001101111,19.186621908888267,"(4, 5, 7, 8, 9, 10)","VUG, MTUM, EWC, EEM, VGK, USMV"
440,00001111101,19.36373940811948,"(4, 5, 6, 7, 8, 10)","VUG, MTUM, SPY, EWC, EEM, USMV"
441,00010011111,19.765701638046583,"(3, 6, 7, 8, 9, 10)","QQQ, SPY, EWC, EEM, VGK, USMV"
442,00001111110,19.824350701447,"(4, 5, 6, 7, 8, 9)","VUG, MTUM, SPY, EWC, EEM, VGK"
443,00010110111,19.977393135349423,"(3, 5, 6, 8, 9, 10)","QQQ, MTUM, SPY, EEM, VGK, USMV"
